key,number,year,journal
tlsdkcs/2015-21,21,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-13,13,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-36,36,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-3,3,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2010-2,2,2010,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-18,18,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-21,21,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-30,30,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2010-2,2,2010,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-26,26,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-38,38,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2009-1,1,2009,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-6,6,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-14,14,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-11,11,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-38,38,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-18,18,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-20,20,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-4,4,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-13,13,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-5,5,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-13,13,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2009-1,1,2009,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-12,12,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-16,16,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-10,10,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-4,4,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-3,3,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-26,26,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2009-1,1,2009,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-16,16,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-11,11,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2009-1,1,2009,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-21,21,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-8,8,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-30,30,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-13,13,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-34,34,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-20,20,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-34,34,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-8,8,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-3,3,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-24,24,2016,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-22,22,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-5,5,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-28,28,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-13,13,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2010-2,2,2010,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2019-42,42,2019,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-3,3,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-15,15,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-4,4,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-7,7,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-31,31,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-18,18,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-36,36,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-9,9,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-36,36,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-22,22,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-14,14,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-29,29,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-31,31,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-34,34,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-7,7,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-7,7,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-21,21,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2010-2,2,2010,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-22,22,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-24,24,2016,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-15,15,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-24,24,2016,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-30,30,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-20,20,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-31,31,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2014-13,13,2014,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-35,35,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-12,12,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-19,19,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2010-2,2,2010,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-38,38,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2009-1,1,2009,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-39,39,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-4,4,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-3,3,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-34,34,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-10,10,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-35,35,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-18,18,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-29,29,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-9,9,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-24,24,2016,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-5,5,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-5,5,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-6,6,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-11,11,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2019-42,42,2019,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-20,20,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-8,8,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-25,25,2016,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-39,39,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2013-10,10,2013,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-21,21,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-38,38,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-26,26,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-35,35,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-5,5,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-4,4,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-36,36,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-37,37,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-22,22,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-36,36,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2016-27,27,2016,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2009-1,1,2009,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2018-37,37,2018,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-20,20,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2009-1,1,2009,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2012-5,5,2012,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-18,18,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-31,31,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2017-31,31,2017,T. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2015-18,18,2015,Trans. Large-Scale Data- and Knowledge-Centered Systems
tlsdkcs/2011-4,4,2011,Trans. Large-Scale Data- and Knowledge-Centered Systems
