issac/LiskaS91,keyword1,keyword2,data modeling
issac/BasuPR98,keyword2,data storage,computer vision
issac/Mandache94,data storage,big data,computer vision
issac/GalligoP05,keyword2,keyword4,keyword4
issac/SasakiY98,keyword2,data storage,computer vision
issac/Gathen09,data querying,keyword2,data storage
issac/BabaiBR93,indexing,data modeling,data processing
issac/Sekigawa07a,keyword3,keyword2,keyword2
issac/GuoDZ13,keyword1,keyword1,indexing
issac/Fateman81b,keyword3,data processing,keyword4
issac/KuhnMO92,indexing,data querying,indexing
issac/EmirisR94,keyword3,data management,keyword4
issac/SurguladzeS91,data storage,data processing,keyword2
issac/GebauerKWW91,indexing,indexing,computer vision
issac/Le02,keyword4,keyword1,keyword2
issac/BannwarthD15,data storage,data storage,data management
issac/LiYZ10,data storage,keyword2,keyword4
issac/ChengHTZZ07,data management,big data,data processing
issac/Cox07,keyword4,data storage,keyword3
issac/PohstY81,big data,keyword2,data management
issac/Moody11,computer vision,data querying,data storage
issac/Levin13,computer vision,data processing,data querying
issac/LuksRW94,data management,indexing,keyword1
issac/KaltofenYZ06,data modeling,keyword2,data management
issac/DumasK14,keyword4,indexing,indexing
issac/Gonzalez-Vega91a,data modeling,data processing,keyword4
issac/Hoeven97,data querying,keyword3,data querying
issac/JohanssonKM13,data querying,keyword4,data querying
issac/BostanCSLS07,data querying,data querying,data management
issac/KauersS11,indexing,indexing,computer vision
issac/BrightS11,keyword1,computer vision,big data
issac/BigattiR06,keyword1,keyword3,computer vision
issac/ReidW00,keyword3,big data,data modeling
issac/EdelsbrunnerP88,data storage,data processing,data processing
issac/BeaumontBD03,data processing,data processing,data management
issac/GrigorievS05,data querying,keyword1,keyword3
issac/BaazL90,data management,computer vision,data storage
issac/Fitch81,indexing,data modeling,big data
issac/MonaganP09,keyword4,keyword2,data querying
issac/HenrionND18,keyword3,keyword2,keyword1
issac/Zippel91,data storage,keyword2,data processing
issac/GrigorievK91,computer vision,big data,data modeling
issac/SunWMZ12,computer vision,keyword4,data storage
issac/Kauers14,keyword1,data storage,data storage
issac/Monagan05,data processing,indexing,computer vision
issac/GrigorievKO92,data modeling,data management,data processing
issac/Valibouze89,data storage,data querying,data processing
issac/KleczkaK91,data querying,data processing,keyword2
issac/KrishnanM95,keyword2,data querying,keyword1
issac/AbramovK91,keyword1,data modeling,big data
issac/ButlerC88,keyword1,keyword1,data management
issac/Larrieu17,computer vision,indexing,data processing
issac/DingleF94,keyword2,data processing,data modeling
issac/YangZZ13,data storage,indexing,keyword4
issac/Poloskov98,data management,data querying,keyword4
issac/NabeshimaOT16,data storage,keyword3,keyword1
issac/Fitch81a,indexing,data modeling,data storage
issac/BarkatouM15,keyword1,keyword3,data processing
issac/KoseleffRT15,keyword4,data management,keyword1
issac/CorlessR07,data storage,keyword1,data processing
issac/XuBY18,indexing,data management,data processing
issac/GaroufalidisK12,keyword1,keyword3,keyword4
issac/ImamogluKY18,big data,data processing,big data
issac/FilateiLMS06,keyword1,data modeling,indexing
issac/HoevenL18,data management,data management,keyword3
issac/Bayer04,data querying,data management,data storage
issac/CorlessDJ07,data modeling,data management,keyword2
issac/BigattiHS19,data querying,data management,data querying
issac/BachS13,data management,data querying,data querying
issac/MonaganM97,data querying,data storage,big data
issac/Nagasaka11,big data,data processing,keyword1
issac/ChenHKL15,data management,data processing,keyword3
issac/AvitzurBK95,computer vision,data storage,computer vision
issac/Salvy05,data storage,computer vision,keyword2
issac/LambanMRR13,keyword3,keyword3,keyword4
issac/ChenM07,keyword4,indexing,keyword2
issac/Nabeshima07,big data,big data,keyword3
issac/Giesbrecht95,keyword4,data storage,data modeling
issac/KapurS97,keyword3,big data,keyword2
issac/KeadyR93,keyword4,data querying,data modeling
issac/Volcheck93,indexing,keyword4,data management
issac/ZhouL09,keyword4,data storage,data management
issac/BahrdtS17,data processing,data storage,keyword3
issac/BerthomieuBF15,data storage,big data,data management
issac/BiniB07,keyword4,keyword2,data storage
issac/SmithRJ07,indexing,keyword3,data management
issac/Sommeling94,data processing,keyword3,keyword4
issac/Saunders01,data processing,indexing,data querying
issac/DoraMMY01,data processing,keyword2,keyword2
issac/GanzhaVBH94,data storage,keyword3,big data
issac/AbbottSZ00,big data,computer vision,data storage
issac/Tsarev10,indexing,data storage,keyword3
issac/Li98,data management,big data,data querying
issac/StetterT98,data modeling,data management,data storage
issac/Hoeij95,data querying,indexing,data modeling
issac/Sudan08,computer vision,keyword3,data storage
issac/Kryukov86,keyword1,big data,keyword2
issac/SingerSC81,data processing,data modeling,keyword4
issac/AbramovP01,data processing,data modeling,keyword1
issac/Butler92,keyword3,keyword3,keyword4
issac/Lazard06,keyword2,data storage,keyword1
issac/BoyleP06,data modeling,keyword1,data modeling
issac/KaiNN07,data management,data processing,data modeling
issac/Chen90,keyword3,indexing,keyword3
issac/Schmidt76,data modeling,data storage,data management
issac/Fujimoto14,keyword2,data modeling,keyword2
issac/RodriguezT15,keyword4,big data,data processing
issac/ClamondDG15,data processing,keyword2,data management
issac/KryukovRL86,data management,data querying,computer vision
issac/GiesbrechtR08,big data,indexing,computer vision
issac/EmirisV14,keyword2,data management,computer vision
issac/Shackell99,keyword4,keyword1,keyword2
issac/StorjohannL96,data modeling,keyword4,big data
issac/ApelK91,data processing,computer vision,data modeling
issac/Aoki19,keyword4,data processing,data storage
issac/Fateman91,keyword3,big data,data modeling
issac/DalmasGW97,data management,data management,keyword1
issac/EinwohnerF95,indexing,big data,keyword3
issac/Sasaki01,data querying,indexing,computer vision
issac/ChandrasekaranG18,data storage,data processing,computer vision
issac/MourrainT14,keyword2,data storage,indexing
issac/Chou90,indexing,data modeling,keyword3
issac/Saunders15,keyword3,big data,data querying
issac/GuidolinR18,data querying,big data,big data
issac/Strzebonski09,big data,big data,data processing
issac/Villard07,data modeling,data querying,big data
issac/GalligoR01,keyword1,computer vision,computer vision
issac/Bodrato10,data storage,computer vision,data storage
issac/SalvyS92,data management,keyword1,data modeling
issac/LandsmannSWH00,data processing,data querying,keyword3
issac/MarinariMM91,data management,keyword4,big data
issac/AbramovB01,data querying,data modeling,data modeling
issac/Lee07,data querying,keyword4,keyword1
issac/KauersS07,computer vision,data storage,indexing
issac/ChenD99,data modeling,keyword4,big data
issac/BuseN17,data storage,big data,data processing
issac/Moroz06,big data,data modeling,data modeling
issac/BiniP93,keyword1,computer vision,keyword1
issac/Bronstein86,data management,indexing,indexing
issac/KaltofenLYZ08,keyword4,data modeling,data querying
issac/Farcot06,computer vision,keyword2,data processing
issac/ChtcherbaK06,computer vision,keyword4,data processing
issac/Din08,keyword4,data modeling,keyword2
issac/GraafW99,data storage,data storage,keyword3
issac/AbramovB00,indexing,computer vision,keyword1
issac/DumasHPR19,data processing,data management,keyword2
issac/GrossR14,indexing,data storage,keyword4
issac/Cetinkaya92,data modeling,data modeling,data processing
issac/JeffreyLMR97,keyword1,keyword3,indexing
issac/RandW86,keyword1,data management,keyword4
issac/ChenDMMXX10,keyword4,data processing,keyword1
issac/SaundersWY11,data management,data storage,data management
issac/Fateman89,data processing,big data,data processing
issac/Wirth81,data modeling,data storage,keyword1
issac/Yun76,big data,data management,indexing
issac/Sekigawa07,data modeling,big data,data modeling
issac/DumasPS15,data storage,big data,keyword4
issac/GrigorievS08,keyword3,data storage,keyword4
issac/Edneral93,data querying,data querying,indexing
issac/PrelleS81,computer vision,data storage,data querying
issac/StorjohannY14,data querying,keyword2,computer vision
issac/CarusoRV18,keyword3,big data,big data
issac/BeckK81a,keyword2,keyword1,indexing
issac/KaltofenVY89,indexing,indexing,data processing
issac/Marje95,keyword3,keyword3,indexing
issac/KerberS11,keyword3,keyword2,keyword2
issac/KobayashiFS86,indexing,data modeling,data querying
issac/BrownawellY09,keyword4,computer vision,computer vision
issac/LiSHL14,keyword1,indexing,keyword4
issac/Boucher99,big data,data processing,keyword3
issac/DolzmannSS04,keyword1,data querying,data management
issac/BrickensteinD08,big data,big data,big data
issac/ArnoldR15,keyword2,keyword2,data querying
issac/MooreN81,data modeling,keyword3,computer vision
issac/BiCR13,keyword1,computer vision,keyword1
issac/CaboaraR97,big data,computer vision,keyword2
issac/GaoZ04,keyword4,indexing,data management
issac/Sturmfels14,keyword1,keyword3,data management
issac/Smedley89,keyword3,big data,data modeling
issac/HuttonKZ10,big data,keyword2,data processing
issac/Tournier05,indexing,keyword3,keyword4
issac/Yun76a,computer vision,data management,computer vision
issac/PanW02,data storage,data management,computer vision
issac/BostanLS03,data processing,keyword3,big data
issac/Grigoriev90,data processing,big data,keyword1
issac/DridiP07,keyword4,data processing,keyword2
issac/BarkatouCE19,data storage,keyword2,computer vision
issac/Mezzarobba10,computer vision,data management,keyword2
issac/Gonzalez-VegaT95,keyword1,indexing,data management
issac/CollinsJ88,data processing,data management,big data
issac/Aberer90,data storage,data querying,keyword2
issac/Sullivant12,data modeling,data management,data querying
issac/BosmaP91,indexing,data processing,data management
issac/Nordbeck98,computer vision,data management,computer vision
issac/Stoutemyer76,data processing,indexing,data management
issac/HadzikadicLY86,big data,data processing,data processing
issac/Chaffy95,data modeling,keyword2,data management
issac/Gerhard98,data storage,data processing,data processing
issac/LambanPR99,data modeling,data querying,computer vision
issac/AndradasRS99,indexing,data management,keyword4
issac/Rioboo92,data querying,keyword1,keyword4
issac/Koepf03,indexing,data processing,big data
issac/PakB99,computer vision,data modeling,computer vision
issac/Kaltofen02,data storage,data processing,keyword2
issac/MenezesOV88,data modeling,indexing,data management
issac/DiattaRR14,keyword2,data querying,data storage
issac/DAndreaE01,keyword2,data modeling,data management
issac/AlvandiAM17,keyword1,data processing,keyword3
issac/Dahan17,indexing,computer vision,data storage
issac/Codutti92,data querying,data modeling,data management
issac/Head76,keyword4,data management,keyword1
issac/Arnold13,keyword3,indexing,data querying
issac/Manocha90,big data,data modeling,keyword3
issac/Kuchlin91,data management,data processing,keyword2
issac/Hanke07,data modeling,big data,keyword3
issac/BradfordD02,computer vision,keyword1,data modeling
issac/Richardson91,computer vision,data querying,data processing
issac/Eberly00,keyword2,keyword3,big data
issac/MonaganW17,big data,keyword1,data management
issac/Fateman89a,big data,data management,keyword1
issac/HenrionND15,keyword3,data querying,data processing
issac/Beukers12,data modeling,computer vision,data querying
issac/YunZ86,data modeling,keyword2,data modeling
issac/JensenSV17,data modeling,keyword1,indexing
issac/ChenFFL11,keyword3,indexing,keyword1
issac/Seymour86,data management,computer vision,keyword1
issac/Cohn13,keyword3,data storage,computer vision
issac/ChanC04,data management,data querying,data modeling
issac/AbateBRC97,indexing,data querying,computer vision
issac/Gemignani01,keyword1,data querying,data modeling
issac/Pillwein15,keyword3,data processing,data storage
issac/TrevisanW91,data management,keyword3,keyword4
issac/LiGID97,data modeling,indexing,data processing
issac/BostanCSL12,data modeling,indexing,keyword3
issac/BethGM91,big data,data querying,keyword2
issac/Wang92,data storage,keyword1,data management
issac/HoffmannL18,keyword2,indexing,data processing
issac/Gatermann91,indexing,data processing,data management
issac/KaltofenM03,keyword4,keyword1,keyword3
issac/MorozS16,data management,keyword4,data processing
issac/Fateman76,big data,big data,data processing
issac/KarmarkarL96,data management,big data,keyword1
issac/Volcheck97,indexing,data storage,computer vision
issac/Sedjelmaci01,data management,indexing,big data
issac/KobayashiMH88,computer vision,data storage,indexing
issac/Mignotte81,keyword2,keyword1,data management
issac/BachmannWZ94,keyword1,keyword4,data management
issac/AbramovH99,keyword1,data management,keyword1
issac/RomeroER09,data storage,data querying,keyword3
issac/DolzmannGS98,data querying,keyword3,data querying
issac/YokoyamaLN95,keyword4,data storage,data querying
issac/MevissenYT09,data querying,data management,data storage
issac/Richardson95,data storage,data processing,indexing
issac/Lella12,data storage,data processing,keyword2
issac/LintonHKZTHR10,data management,data management,indexing
issac/Neiger16,keyword2,data management,keyword2
issac/MelczerS16,computer vision,keyword1,data management
issac/Thummel96,data querying,data storage,keyword4
issac/KaltofenMS81,data storage,data processing,keyword3
issac/Grigoriev90a,keyword1,keyword1,computer vision
issac/Encarnacion97a,data storage,keyword2,data storage
issac/Cannon76a,data storage,big data,keyword1
issac/BeaumontBDP04,indexing,data processing,keyword4
issac/SturmT11,data storage,data modeling,big data
issac/Ziegler14,data modeling,data storage,computer vision
issac/Strzebonski10,data processing,data modeling,keyword2
issac/Encarnacion94,big data,data modeling,data storage
issac/GodlevskyD93,keyword3,data storage,data storage
issac/BostanSCSL12,keyword2,data modeling,keyword3
issac/YangF04,data storage,keyword3,keyword3
issac/Hoeven03,data storage,big data,big data
issac/HoevenL13,big data,computer vision,computer vision
issac/HanDX14,keyword2,computer vision,computer vision
issac/AguirreJL01,keyword4,big data,keyword4
issac/Burger14,keyword4,keyword4,data storage
issac/Villard18,data modeling,computer vision,keyword3
issac/Juozapavicius88,keyword1,computer vision,big data
issac/BuseD04,data management,keyword1,indexing
issac/SarkarS11,data querying,keyword3,data modeling
issac/MonaganN93,data storage,data modeling,data management
issac/ChenH15,keyword2,keyword4,data processing
issac/Pan89,keyword1,keyword2,data processing
issac/SturmZ10,keyword4,computer vision,keyword4
issac/FortunaGT01,keyword2,data management,keyword4
issac/RichardsonL02,keyword3,keyword1,computer vision
issac/HuangC05,data processing,data modeling,data processing
issac/HoeijW05,keyword3,data management,data modeling
issac/ChenKS12,data modeling,keyword3,keyword4
issac/BlaserJ14,indexing,data modeling,data management
issac/BondyfalatMP98,data modeling,keyword1,data processing
issac/BurnelC92,keyword2,keyword3,data management
issac/BostanJS07,keyword2,data processing,data querying
issac/Gathen06,data processing,keyword3,keyword3
issac/Kapur86,keyword2,big data,indexing
issac/BachmannS98,keyword2,data storage,keyword1
issac/ReidB91,data processing,keyword3,keyword3
issac/AbramovK12,data modeling,big data,data management
issac/Roch-SiebertV91,keyword3,data processing,data management
issac/KurpiszW19,keyword4,data storage,data processing
issac/PutH93,keyword1,keyword1,indexing
issac/CorlessGTW95,keyword2,keyword1,data management
issac/KuhnleM96,keyword1,data management,keyword1
issac/Minimair14,data querying,data modeling,big data
issac/Rolletschek88,keyword1,data querying,big data
issac/MaddahBA14a,data management,computer vision,computer vision
issac/Brown99,keyword2,keyword2,data processing
issac/CheathamT76,data querying,data modeling,indexing
issac/KaltofenMY05,data storage,big data,data processing
issac/Gutnik93,big data,data storage,keyword2
issac/BouzidiLPR13a,data modeling,data querying,keyword3
issac/Middeke17,computer vision,data querying,big data
issac/Storjohann98,keyword2,computer vision,keyword2
issac/ChtcherbaK02,big data,data modeling,keyword4
issac/Bigatti19,data management,data management,keyword2
issac/CremannsO94,data management,big data,data storage
issac/KhetanSG04,keyword1,big data,indexing
issac/BodratoZ07,keyword4,keyword3,keyword4
issac/Hoeven04,big data,keyword4,keyword4
issac/Sircana17,big data,keyword4,data modeling
issac/ChengGY07,keyword1,data management,keyword3
issac/MonaganP17,keyword3,indexing,keyword4
issac/FurstL15,data modeling,data modeling,computer vision
issac/RoqueS91,data querying,keyword4,data querying
issac/ToddC88,keyword1,big data,keyword2
issac/AnaiHY05,data management,keyword2,keyword2
issac/RenaultY08,data management,computer vision,keyword3
issac/BostanCSC06,data modeling,keyword1,data modeling
issac/DengCS05,indexing,data querying,data storage
issac/ChenM14,big data,data processing,keyword1
issac/ChtcherbaK04,keyword4,data modeling,keyword2
issac/PauderisS13,indexing,computer vision,keyword1
issac/SuzukiS06,data modeling,computer vision,data querying
issac/Ohsugi14,data querying,data management,data querying
issac/BonnardFJDV16,indexing,data processing,data modeling
issac/LiST02,computer vision,indexing,indexing
issac/ChibisovM07,data modeling,computer vision,big data
issac/ArnoldR14,big data,data storage,keyword3
issac/GotoK76,keyword3,keyword2,keyword1
issac/FaugereP09,data management,data querying,data querying
issac/HoeijM02,keyword4,computer vision,data processing
issac/KaltofenNS11,keyword2,keyword4,computer vision
issac/GuoDWZ15,keyword2,data querying,indexing
issac/GerdtKZ91,data querying,keyword3,data storage
issac/CarusoRV17,data management,computer vision,data processing
issac/Zeng09,keyword2,keyword1,keyword1
issac/GiesbrechtJS19,data modeling,data processing,keyword4
issac/EmirisM09,computer vision,data processing,indexing
issac/BarkatouCBW12,data management,data management,keyword3
issac/ViklundF92,indexing,keyword4,data storage
issac/ChenDS91,indexing,data management,data storage
issac/LiCW05,indexing,keyword2,keyword3
issac/LemaireU10,keyword1,keyword3,data processing
issac/BenderFMT18,keyword1,data processing,data storage
issac/BachmannSG96,keyword3,data storage,data processing
issac/Brown76,indexing,data querying,computer vision
issac/Wolf95,data management,data modeling,big data
issac/Gomez-Torrecillas18,data querying,data querying,keyword3
issac/CollinsL76,big data,keyword2,data management
issac/Bronstein88,big data,data querying,indexing
issac/Raab13,indexing,big data,data storage
issac/ZhaoSST96,indexing,data querying,data storage
issac/HuM16,data processing,data storage,indexing
issac/Villard07a,keyword1,big data,keyword3
issac/Gruntz93,data management,keyword2,keyword2
issac/Hong90,keyword2,computer vision,data processing
issac/RosalesGG00,computer vision,data querying,keyword1
issac/Steffy13,data management,data management,data querying
issac/Storjohann97,computer vision,data querying,big data
issac/Norman00,data querying,big data,data modeling
issac/Giesbrecht94,keyword3,keyword2,data processing
issac/HitzK98,keyword4,data storage,keyword4
issac/DinT07,keyword3,keyword3,data storage
issac/MaySW07,data modeling,keyword4,computer vision
issac/Hulzen81,big data,keyword1,keyword2
issac/DinS16,computer vision,keyword4,data storage
issac/ShemyakovaM08,data processing,indexing,keyword4
issac/Gonzalez-SanchezGPPCR09,keyword1,data processing,data modeling
issac/MateraS02,keyword4,keyword3,big data
issac/Hong96,keyword2,data management,data modeling
issac/RocSRV88,big data,data querying,indexing
issac/DolzmannS97,indexing,keyword1,keyword3
issac/Li04,data management,keyword1,computer vision
issac/Beals93,keyword4,keyword4,data storage
issac/McCallum01,data modeling,keyword3,keyword1
issac/YeC92,keyword2,keyword1,big data
issac/GiesbrechtR11,data processing,data querying,computer vision
issac/HarveyR10,data processing,data storage,keyword3
issac/KapurS95,big data,keyword3,indexing
issac/Gathen07,keyword4,computer vision,keyword4
issac/BundgenGK94,data processing,data storage,big data
issac/BremnerHP07,keyword2,computer vision,big data
issac/WattBDIMSS94,computer vision,keyword4,big data
issac/MorelSV09,keyword2,big data,big data
issac/GarciaG12,keyword4,big data,keyword4
issac/PanHW13,data modeling,data querying,keyword3
issac/Gerhard10,data modeling,keyword1,data storage
issac/OrdenS04,data storage,computer vision,indexing
issac/RoelofsG91,data processing,data storage,computer vision
issac/HitzKL99,data modeling,data modeling,computer vision
issac/EigenwilligKW07,data management,computer vision,data querying
issac/JeannerodM10,data querying,data processing,keyword1
issac/GerdtR19,keyword4,keyword3,data modeling
issac/Stiller97,keyword4,data querying,data modeling
issac/Fortune01,keyword1,data querying,computer vision
issac/Brown09,data processing,keyword4,big data
issac/ChenMXY09,computer vision,keyword1,keyword4
issac/LuWXZ18,data querying,data querying,keyword2
issac/Lauer76a,data management,keyword3,data storage
issac/HarveyHL16,computer vision,data storage,data processing
issac/Norenberg98,indexing,keyword2,keyword2
issac/SemmlerS95,keyword2,big data,computer vision
issac/Noro06,data querying,data management,data storage
issac/Dalmas92,data modeling,keyword4,data management
issac/KleineMW05,data management,data management,big data
issac/ButlerIL91,keyword2,data processing,keyword3
issac/KahleKL14,big data,keyword3,computer vision
issac/GrudtsinL91,keyword2,data storage,data storage
issac/GeddesGS88,keyword2,data management,computer vision
issac/Bradford89,data querying,data processing,data processing
issac/BostanS09,data querying,data processing,data management
issac/Kaltofen94,data storage,data modeling,data processing
issac/Colin97,data processing,data querying,keyword3
issac/Khetan02,computer vision,keyword1,indexing
issac/Weispfenning88,data management,keyword2,data processing
issac/FoursovM01,data storage,data processing,indexing
issac/EmirisKKL17,keyword4,big data,keyword3
issac/AmrheinGK96,keyword2,indexing,data modeling
issac/Wang91,keyword1,keyword1,keyword1
issac/LabahnL04,keyword2,data processing,data processing
issac/Graaf97,big data,keyword1,indexing
issac/Strzebonski08,keyword1,keyword3,big data
issac/Hashemi07,keyword3,indexing,data processing
issac/Bertrand94,data processing,data querying,keyword4
issac/Gall14a,keyword4,data modeling,data storage
issac/MollerMT92,indexing,keyword1,keyword2
issac/CaboaraT98,keyword1,indexing,keyword3
issac/KapurSY94,keyword1,keyword1,data management
issac/Faure90,keyword2,data processing,keyword1
issac/MazurikV90,big data,indexing,keyword3
issac/KennedyBR07,data processing,data modeling,data processing
issac/GaoKMYZ04,big data,data modeling,data storage
issac/HuangWSZ00,data storage,keyword4,keyword4
issac/Schwarz95,keyword3,keyword2,data modeling
issac/HurD00,keyword3,computer vision,big data
issac/HilaliW86,data storage,data management,data storage
issac/Bronstein89,keyword2,data modeling,keyword2
issac/ManochaC92,keyword1,indexing,data management
issac/MansfieldH01,keyword4,computer vision,keyword3
issac/GeddesF92,keyword3,keyword1,keyword4
issac/Mourrain93,data storage,data storage,data storage
issac/RayesWW94,keyword4,indexing,keyword4
issac/Lichtman76,indexing,keyword1,data storage
issac/Petitjean94,data querying,indexing,keyword2
issac/BoyerEFLM16,data querying,data querying,computer vision
issac/Gall14,indexing,big data,keyword1
issac/HoffmannL17,keyword3,keyword1,data processing
issac/AboP06,big data,data querying,keyword3
issac/Monagan19,data querying,data management,indexing
issac/DavenportT81,data storage,keyword2,data storage
issac/LisleRB95,keyword2,computer vision,keyword3
issac/Williams19,indexing,data querying,data querying
issac/Nebe17,computer vision,data modeling,indexing
issac/SevillaW10,data management,keyword4,keyword1
issac/Wen-Tsun05,keyword3,keyword2,data processing
